101,1242,496,1286,652
102,1243,496,1287,651
103,1243,495,1288,651
104,1244,495,1289,650
105,1245,494,1289,649
106,1246,494,1290,648
107,1246,493,1291,648
108,1247,493,1292,647
109,1248,492,1293,646
110,1249,492,1294,645
111,1249,492,1295,645
112,1250,491,1295,644
113,1251,491,1296,643
114,1252,490,1297,643
115,1252,490,1298,642
116,1253,489,1299,641
117,1254,489,1300,640
118,1255,488,1301,640
119,1255,488,1301,639
120,1256,488,1302,638
121,1257,487,1303,637
122,1257,487,1304,637
123,1258,486,1305,636
124,1259,486,1306,635
125,1260,485,1307,635
126,1260,485,1307,634
127,1261,484,1308,633
128,1262,484,1309,632
129,1263,484,1310,632
130,1263,483,1311,631
131,1264,483,1312,630
132,1265,482,1313,629
133,1266,482,1313,629
134,1266,481,1314,628
135,1267,481,1315,627
136,1268,480,1316,627
137,1269,480,1317,626
138,1269,480,1318,625
139,1270,479,1319,624
140,1271,479,1319,624
141,1271,478,1320,623
142,1272,478,1321,622
143,1273,477,1322,621
144,1274,477,1323,621
145,1274,476,1324,620
146,1275,476,1325,619
147,1276,476,1325,619
148,1277,475,1326,618
149,1277,475,1327,617
150,1278,474,1328,616
151,1279,474,1329,616
152,1280,473,1330,615
153,1280,473,1331,614
154,1281,472,1332,613
155,1282,472,1332,613
156,1283,472,1333,612
157,1283,471,1334,611
158,1284,471,1335,611
159,1285,470,1336,610
160,1286,470,1337,609
161,1286,469,1338,608
162,1287,469,1338,608
163,1288,468,1339,607
164,1288,468,1340,606
165,1289,468,1341,605
166,1290,467,1342,605
167,1291,467,1343,604
168,1291,466,1344,603
169,1292,466,1344,603
170,1293,465,1345,602
171,1294,465,1346,601
172,1294,464,1347,600
173,1295,464,1348,600
174,1296,464,1349,599
175,1297,463,1350,598
176,1297,463,1350,597
177,1298,462,1351,597
178,1299,462,1352,596
179,1300,461,1353,595
180,1300,461,1354,595
181,1301,460,1355,594
182,1302,460,1356,593
183,1302,460,1356,592
184,1303,459,1357,592
185,1304,459,1358,591
186,1305,458,1359,590
187,1305,458,1360,589
188,1306,457,1361,589
189,1307,457,1362,588
190,1308,456,1362,587
191,1308,456,1363,587
192,1309,456,1364,586
193,1310,455,1365,585
194,1311,455,1366,584
195,1311,454,1367,584
196,1312,454,1368,583
197,1313,453,1368,582
198,1314,453,1369,581
199,1314,452,1370,581
