601,1278,478,1314,586
602,1277,478,1314,586
603,1277,478,1313,587
604,1276,478,1313,587
605,1276,478,1312,588
606,1275,478,1312,588
607,1275,478,1311,589
608,1274,478,1311,589
609,1274,478,1310,590
610,1273,478,1310,590
611,1273,478,1309,591
612,1272,478,1309,591
613,1272,478,1309,592
614,1271,478,1308,592
615,1271,478,1308,593
616,1270,478,1307,593
617,1270,478,1307,593
618,1269,478,1306,594
619,1269,478,1306,594
620,1268,478,1305,595
621,1268,478,1305,595
622,1267,478,1304,596
623,1267,478,1304,596
624,1266,478,1304,597
625,1266,478,1303,597
626,1265,479,1303,598
627,1265,479,1302,598
628,1264,479,1302,599
629,1264,479,1301,599
630,1263,479,1301,599
631,1263,479,1300,600
632,1262,479,1300,600
633,1262,479,1299,601
634,1261,479,1299,601
635,1260,479,1299,602
636,1260,479,1298,602
637,1259,479,1298,603
638,1259,479,1297,603
639,1258,479,1297,604
640,1258,479,1296,604
641,1257,479,1296,605
642,1257,479,1295,605
643,1256,479,1295,606
644,1256,479,1294,606
645,1255,479,1294,606
646,1255,479,1294,607
647,1254,479,1293,607
648,1254,479,1293,608
649,1253,479,1292,608
650,1253,479,1292,609
651,1252,479,1291,609
652,1252,479,1291,610
653,1251,479,1290,610
654,1251,479,1290,611
655,1250,479,1289,611
656,1250,479,1289,612
657,1249,479,1289,612
658,1249,479,1288,612
659,1248,479,1288,613
660,1248,479,1287,613
661,1247,479,1287,614
662,1247,479,1286,614
663,1246,479,1286,615
664,1246,479,1285,615
665,1245,479,1285,616
666,1245,479,1284,616
667,1244,479,1284,617
668,1243,479,1284,617
669,1243,479,1283,618
670,1242,479,1283,618
671,1242,479,1282,619
672,1241,479,1282,619
673,1241,479,1281,619
674,1240,479,1281,620
675,1240,479,1280,620
676,1239,480,1280,621
677,1239,480,1279,621
678,1238,480,1279,622
679,1238,480,1279,622
680,1237,480,1278,623
681,1237,480,1278,623
682,1236,480,1277,624
683,1236,480,1277,624
684,1235,480,1276,625
685,1235,480,1276,625
686,1234,480,1275,625
687,1234,480,1275,626
688,1233,480,1274,626
689,1233,480,1274,627
690,1232,480,1274,627
691,1232,480,1273,628
692,1231,480,1273,628
693,1231,480,1272,629
694,1230,480,1272,629
695,1230,480,1271,630
696,1229,480,1271,630
697,1229,480,1270,631
698,1228,480,1270,631
699,1228,480,1269,632
